clean_text,translated_text,subjektivitas,polaritas,sentimen
pesanan sering tidak sesuai dan kurang porsi ya padahal sudah bayar sesuai porsi ya,"orders are often not correct and the portions are not enough, even though you have paid according to the portion",0.5,0.0,netral
senang sama diskonnya diskonnya,happy with the discount,1.0,0.8,positif
"kesan saya terhadap gojek sangat kurang puas, dikarenakan saya sudah cukup sabar menunggu ternyata tidak ada juga yang mau mengambil atau menjemput lokasi saya dalam layanan transportasi, pada saat itu turun hujan saya kira gojek akan menerjang badai tanpa ada kendala apapun itu ternyata menerjang hujan saja tidak bisa dilakukan. itu saja keluh kesah dari saya","my impression of gojek was very dissatisfied, because i had been patient enough to wait and it turned out that no one wanted to pick me up or pick me up from my location in the transportation service. at that time it was raining. i thought gojek would hit the storm without any problems. it turned out that it just hit the rain. possible to do. that's all my complaint",0.5,-0.024999999999999994,negatif
ngelink ama tokopedia kan yah,"link to tokopedia, right?",0.5357142857142857,0.2857142857142857,positif
gofood 👎 goride 👍 gocar 👍 gosend 👍 pesan gacoan pake aplikasi orange 50 menit sampai. pake aplikasi gojek hampir 2 jam baru sampai. 🤣🤣🤣,gofood 👎 goride 👍 gocar 👍 gosend 👍 order gacoan using the orange application 50 minutes to arrive. used the gojek app for almost 2 hours before it arrived. 🤣🤣🤣,0.0,0.0,netral
"sangat kecewa klo pesan gofood, klo emang gk dapat driver yaudah batalin aja biar kita gk nunggu lama, kita pesan ketempat lain gitu loh, ini tunggu 1jam setelah selesai jaka waktunya diproses, baru dibitalin sama pihak gofood nya, taik kali bah😡 kita batalinpun gk bisa🔨😡","very disappointed when ordering gofood, if you can't get a driver then just cancel so we don't have to wait too long, we order from another place, you know, wait 1 hour after it's finished, it's time to process it, then give it to the gofood, it's a shame, don't we even cancel? can🔨😡",0.6875,-0.5125000000000001,negatif
"aplikasi semakin tidak jls, kalo memang tidak ada driver yg ambil pesanan kenapa tidak dr awal di infokan bahwa pesanan tidak mendapatkan driver, plikasi gofood yg sangat buruk","the application is increasingly unclear, if there really isn't a driver to take the order, why wasn't it informed from the start that the order didn't get a driver, the gofood application is very bad",0.5333333333333333,-0.35499999999999987,negatif
selalu banyak diskonnya,there are always lots of discounts,0.0,0.0,netral
sangat membantu,very helpful,0.3,0.2,positif
dengan adanya gojek saya bisa perpegian dan memesan makanan yang saya suka dekat mau pun jauh,"with gojek, i can travel and order food that i like near or far",0.7,0.1,positif
langsung 5 bintang ahahahaaa,5 stars straight away hahahaaa,0.4,0.2,positif
layanan cepat,fast service,0.6,0.2,positif
bagus semoga mamkin berkembang gojek hehee,"good, hopefully gojek will continue to grow hehee",0.6000000000000001,0.7,positif
terima kasih,thank you,0.0,0.0,netral
sangat membantu,very helpful,0.3,0.2,positif
"susah sekali mencari driver nya, sampai berpuluh puluh kali mencoba ga dapat juga","it was very difficult to find the driver, i tried dozens of times and couldn't",1.0,-0.65,negatif
"nyari driver aja sampe nunggu sejam itupun akhirnya gadapet"" udh sering kejadian, gak jelas memang ini mending grab 🤣","i just looked for a driver and waited for an hour and finally didn't get one. ""this has happened so many times, it's not clear whether it's better to grab it 🤣",0.5958333333333333,0.2375,positif
good apk,good apk,0.6000000000000001,0.7,positif
"lama dapat pesanan, ga suka.","i got the order a long time ago, i don't like it.",0.4,-0.05,negatif
"makin kesini, lama bgt dapet driver utk pickup gofood","the more i come here, it takes a long time to get a driver for gofood pickup",0.45,0.225,positif
sangat membantu,very helpful,0.3,0.2,positif
makasih gojek..antar jemput jd lebih mudah dengan memakai gojek,thank you gojek... pick up and drop off is easier by using gojek,0.0,0.0,netral
sangat manfaat,very useful,0.0,0.39,positif
mantappp,greatpp,0.0,0.0,netral
good,good,0.6000000000000001,0.7,positif
bagus dan membantu,nice and helpful,1.0,0.6,positif
👍,👍,0.0,0.0,netral
aplikasi yng bagus memesan gojek,good application for ordering gojek,0.6000000000000001,0.7,positif
"hapus hemat woi bikin rugi driver sm cust, driver pendapatan jadi menurun gegara hemat, cust jg rugi pada ga dapet driver krn driver gamau ambil krn tarifnya ga manusiawi buat driver jadinya pindah ke aplikasi lain. lu jg rugi gojek gadapet duit krn orderannya ga ada yg ambil","wow, deleting savings causes losses for drivers and customers, driver income decreases because of savings, customers also suffer losses when they don't get drivers because drivers don't want to take them because the rates are inhumane for drivers so they move to another application. you also lose money because gojek doesn't get money because no one takes your order",0.95,-0.4,negatif
sangat membantu.,very helpful.,0.3,0.2,positif
terpaksa saya turunin dua kali beli isi saldo tidak masuk upgrade lama aneh mau isi vocer aja susah,"i was forced to downgrade twice, buy and top up the balance, the upgrade didn't go in, it took a long time, it was strange, it was difficult to just top up the voucher",0.4583333333333333,0.016666666666666663,positif
woke,woke,0.0,0.0,netral
"saya kecewa dengan gojek, saya sering transaksi di gojek dan menjadi pengguna apk gojek sudah setahun namun ketika saya mengajukan gopay pinjam pengajuan saya di tolak, katanya saya tidak memenuhi syarat, padahal saya rajin transaksi, hampir setiap hari saya pake gojek untuk belanja keperluan sehari hari dll, tapi ketika melakukan pengajuan gopay later ditolak. klo mau laku perbaiki sistem mu kalo ingin rame !!!","i am disappointed with gojek, i often make transactions on gojek and have been a gojek apk user for a year, but when i applied for gopay and borrow my application was rejected, they said i did not meet the requirements, even though i am diligent in making transactions, almost every day i use gojek to shop for daily necessities. etc., but when applying for gopay later it was rejected. if you want to sell, improve your system if you want to be busy!!!",0.2625,-0.138671875,negatif
tolong buka blokiran paylaterku,please unblock my paylater,0.0,0.0,netral
"simpel, terpercaya dan gercep","simple, reliable and fast",0.47857142857142854,0.1,positif
sekam ngelag,husk lags,0.0,0.0,netral
mudah.... bersih .aman nyaman,"easy.... clean. safe, comfortable",0.7083333333333333,0.42500000000000004,positif
cukup murah..,quite cheap..,0.7,0.4,positif
membantu,help,0.0,0.0,netral
kerennnn gojek aplikasiny,cool gojek application,0.65,0.35,positif
ok,ok,0.5,0.5,positif
saya agak kecewa sama aplikasi ini. order gofood titik lokasi rumah selalu tidak sinkron kadang nyasar ke tetangga sampai hari ini order makanan titik lokasi rumah jauh terus saya konfirmasi lagi ke drivernya padahal eh drivernya ngeyel tetep di titik lokasi itu sampai nunggu hampir 2 jam untuk sebuah makanan aja. lalu pas ketemu drivernya malah dia nyalahin saya padahal udah dikonfirmasi kembali alamat rumah saya malah dilaporkan katanya saya orderan fiktif hadehh hanya krn saya bayar pake cash,"i'm a bit disappointed with this application. gofood orders at home locations are always out of sync, sometimes straying to neighbors, until today i ordered food from home locations far away and i confirmed them again with the driver, even though the driver was annoying and remained at that location, waiting almost 2 hours for just one meal. then when i met the driver, he blamed me, even though he had confirmed my home address, he reported it, he said, my order was fictitious, hahaha, only because i paid in cash.",0.8642857142857144,-0.0642857142857143,negatif
sangat membantu,very helpful,0.3,0.2,positif
jangan pinjam atau paylater disini. dc nya ngeri,don't borrow or pay later here. the dc is terrible,0.5,-0.5,negatif
"skrg itu gofood lama bgt apalagi promo tuh hampir 1 jam pdahal deket rumah restonya penangananya lama apa driver nya yg lama, skrg kita berlatih ke shope lah bikin pusing nunggu cape","now gofood takes a really long time, especially since the promo lasts almost 1 hour, even though it's near the restaurant, the handling takes a long time, or the driver takes a long time, now we practice going to the shop, it makes us dizzy waiting to get tired",0.5499999999999999,-0.075,negatif
mantab,great,0.75,0.8,positif
mantapooo,great,0.75,0.8,positif
sngt membantu sekali...gojek,very helpful... gojek,0.3,0.2,positif
"sebenarnya go-jek ini sudah sangat bagus dalam hal kecepatan pemesanan, sampainya pesanan dan pengetahuan drivernya dalam hal jalanan. namun setiap kali di bagian ""makanan udah di jalan, driver menuju ke lokasimu"" kok gambar motornya sering kayak stuck disitu saja, jadi sulit memantaunya. sama pas di bantuan kok hanya bisa pesan cepat tidak bisa ketik sendiri. mohon diperbaiki","in fact, go-jek is very good in terms of speed of ordering, delivery of orders and knowledge of the drivers on the road. but every time in the ""food is on the road, the driver is heading to your location"" section, the picture of the motorbike often looks like it's just stuck there, so it's hard to monitor it. it's the same when i get help, but i can only send a quick message, i can't type it myself. please fix it",0.5893333333333334,0.1903333333333333,positif
"lama sekali , order makanan nunggunya 50 menit bahkan lebih padahal jarak tempuh titik lokasi pembeli sama otletnya deket","it takes a long time to order food, the wait takes 50 minutes or even more even though the distance between the buyer's location and the outlet is close",0.45,0.225,positif
good,good,0.6000000000000001,0.7,positif
aplikasi ini berguna banget buat transportasi kemana-mana bagi pelajar sd/smp/sma.,this application is really useful for transportation everywhere for elementary/middle/high school students.,0.0,0.3,positif
"dear developer gojek, saya ingin berterima kasih kepada para mitra serta driver ,saya juga berterima kasih kepada driver yang bernama sofian dari medan sumatera utara yang bertempat tinggal di jalan marendal ,yang menaiki motor yamaha xeon berwarna biru saya sungguh amat berterima kasih kepada abang sofian ,saya sangat mengapresiasi para driver yang sangat baik hati dan tersebut dan terima kasih buat gojek yang telah mempekerjakan para driver yang baik ,jujur ,dan saling menghargai sesamamanusia","dear gojek developers, i want to thank the partners and drivers, i also thank the driver named sofian from medan, north sumatra who lives on jalan marendal, who rides a blue yamaha xeon motorbike. i am really very grateful to brother sofian, i really appreciate the drivers who are very kind and thank you to gojek for employing drivers who are kind, honest and respect each other.",0.5392857142857143,0.3221428571428572,positif
"pesen gofood akhir"" ini hampi ga pernah dapet driver, kalau emng ga mau nrima orderan tolong kasi penjelasan kendalanya di mana sampe"" pas udah dapet driver tba"" drivernya ngilang, apa karana ongkirnya kurang atau gimana,, kasian restonya yg pesanannya udah ready tinggal nunggu driver aja malah ujung'nya di cancel","i ordered gofood at the end ""i almost never got a driver, if you don't want to accept the order, please explain where the problem was until"" when i got the driver, the driver disappeared, was it because the shipping was not enough or what, poor restaurant, the order was ready, just waiting even the driver ended up canceling it",0.5333333333333333,-0.06666666666666667,negatif
cepat dan aman👍,fast and safe👍,0.6,0.2,positif
great apps,great apps,0.75,0.8,positif
perlu memberikan reward kepada driver yang telah menunjukan layanan prima..,need to give rewards to drivers who have shown excellent service..,1.0,1.0,positif
"sangat"" membantu terima kasih","very"" helpful thank you",0.3,0.2,positif
mantap,solid,0.1,0.0,netral
limit pay latter asik bolak balik diblokir padahal pembayaran lancar dan pemakaian bagus tidak ada menyalahi syarat dan aturan serta ketentuan dan kadang pemakaian juga nominal kecil tapi itu pun paylatternya bolak balik di blokir sistemnya makin lama makin buruk gojek performa nya makin rusak banget serta limit pay latternya ga bisa digunakan untuk pembayaran scan qris paylatternya masih banyak kekurangannya.,"the latter pay limit is fun to be blocked back and forth even though the payment is smooth and the usage is good, there is no violation of the terms and rules and conditions and sometimes the usage is also a small amount but even then the paylatter is blocked back and forth, the system is getting worse and worse, gojek's performance is getting really damaged and the pay latter limit is can't be used for qris paylatter scan payments, there are still many shortcomings.",0.30000000000000004,0.08749999999999998,positif
promonya kenapa buat kartu kredit semua????,why is the promotion for all credit cards????,0.0,0.0,netral
cocok sesuai kantong,fits your pocket,0.0,0.0,netral
"kalau bisa konsumen juga bisa menanyakan/menchat kerestorannya, bukan hanya restorannya dan jika bisa ada keterangan halal atau nonhalalnya","if possible consumers can also ask/chat the restaurant, not just the restaurant and if possible there is information about whether it is halal or non-halal",1.0,0.0,netral
sejauh ini saya menggunakan gojeg sih bagus tidak ada kendala sangat terbantu sekali👍👍,"so far i've used gojeg, it's good, no problems, it's really helpful👍👍",0.6,0.3333333333333333,positif
ok,ok,0.5,0.5,positif
"halo maaf ini kenapa sekarang untuk gojek susah dapat driver ya, di bagian makanan selalu tidak ada driver yang pickup, tolong segera diperbaiki sistemnya agak dapat driver khususnya wilayah denpasar, bali. sekarang agak susah dapat driver untuk makanan.","hello, sorry, why is it difficult to get drivers now for gojek, in the food section there are always no drivers to pick up, please fix the system immediately to get more drivers, especially in the denpasar, bali area. now it's a bit difficult to get drivers for food.",0.9,-0.2,negatif
mantap,solid,0.1,0.0,netral
bagus murah,good cheap,0.65,0.55,positif
titik alamat tidak bisa pas,address point cannot be matched,0.0,0.0,netral
ok,ok,0.5,0.5,positif
aplikasi bagus juga murah,good application also cheap,0.65,0.55,positif
gojek,gojek,0.0,0.0,netral
drivernya gercep kerenn,the driver is fast and cool,0.625,0.275,positif
lama tunggu pickupnya,long wait for the pickup,0.4,-0.05,negatif
gacor le,gacor le,0.0,0.0,netral
ok,ok,0.5,0.5,positif
"nyaman, dan aman!","comfortable, and safe!",0.65,0.5125,positif
mantap,solid,0.1,0.0,netral
woah woah woah woah woah woah!😭💜❤️😔❤️😔❤️😔😍❤️😧🗣️🗣️😽😯😅🌝😁😯😧❌😧✅😧🤔🤔😧🤔😧🅰️🅰️😹🐚🐚🐚🐚🐚🐚🐚,woah woah woah woah woah woah!😭💜❤️😔❤️😔❤️😔😍❤️😧🗣️🗣️😽😯😅🌝😁😯😧❌😧✅😧🤔🤔😧🤔😧🅰️🅰️😹🐚🐚🐚🐚🐚🐚🐚,0.0,0.0,netral
sangat membantu,very helpful,0.3,0.2,positif
"joss, mantap, cepat sampai, jaya terus gojek indonesia","joss, great, arrived quickly, good luck with gojek indonesia",0.675,0.75,positif
susah dspat driver kebanyakan menolak pesanan sudah nunggu satu jam tapi di tolak terus bukan cuma sekali twoi berulang,"it's hard to get drivers, most of them refuse orders, they've been waiting for an hour but they keep getting rejected, not just once twice, over and over again",0.5208333333333333,0.10416666666666666,positif
kurir nya rqmqh,the courier is rqmqh,0.0,0.0,netral
etika drivernya tuh selalu nyeselin suka bentak2 customer,the driver's etiquette is always annoying and likes to yell at customers,0.9,-0.8,negatif
kurang ajar bikin nunggu 2 jam tau2 dibatalin sama resto. etikanya dimana bikin fitur pembatalan sepihak setelah konfirmasi order dan nunggu lama. udah 2x loh ya pembeli dibuat nunggu tau2 dibatalin.,"it was rude to make me wait 2 hours only to be canceled by the restaurant. the etiquette is to create a unilateral cancellation feature after confirming the order and waiting a long time. it's been twice, yes, buyers have been made to wait until it's cancelled.",0.6749999999999999,-0.21250000000000002,negatif
good,good,0.6000000000000001,0.7,positif
"segalanya mudah pake gojek, banyak promo, tapi kalau gofood lama bgt durasi nunggu restonya. sampek 1jam. udh bisa diubah tuu","everything is easy using gojek, there are lots of promotions, but if you gofood it takes a long time to wait for the restaurant. up to 1 hour. that can be changed",0.6166666666666667,0.19166666666666668,positif
"selalu mesen gofood slalu gaada driver nya 😤, dpt 1 lngsung di tolak","always order gofood, there's always a driver 😤, if you get one, you're immediately rejected",0.0,0.0,netral
sangat membantu,very helpful,0.3,0.2,positif
ok bagus,"ok, great",0.625,0.65,positif
semua jadi cepat,everything is so fast,0.6,0.2,positif
mantapp,strong,0.7333333333333333,0.4333333333333333,positif
sangat membantu sekali,very helpful,0.3,0.2,positif
bisa2 nya nomer tlp saya di pakai orang saya suruh bayar makanannya lagi.dasar gojek gak jelas,it could be that someone used my telephone number and told me to pay for the food again. the basis of gojek is not clear,0.3833333333333333,-0.05000000000000001,negatif
"sekedar saran, kalau bisa pihak rumah makan atau tempatvkita order makanan bisa di chat juga.","just a suggestion, if possible the restaurant or place where we order food can be chatted too.",1.0,0.0,netral
keren apknya membantu tapi saat pencarian di goofod kadang ga sesuai,"the apk is cool, it helps but when searching on goofod it sometimes doesn't work",0.65,0.35,positif
"sulit mendapatkan driver, kota palu","it's hard to get drivers, palu city",0.5416666666666666,-0.2916666666666667,negatif
cs nya gak membantu padahal dari resto nya blg kalo mau batalin pesanan hubungi cs,"the cs didn't help even though the restaurant said that if you want to cancel your order, contact the cs",0.0,0.0,netral
oke aja sih,that's okay,0.5,0.5,positif
"gomart dengan pmbelian dengan promo, barang kosong 1, tidak bisa kita tambahkan. ngapain kasih barangdiskon tp d toko barang kosong. aneh.","gomart with promotional purchases, 1 empty item, we cannot add. why give discounted goods but the shop has empty goods? strange.",0.3833333333333333,-0.08333333333333333,negatif
gojek ok👍👍🫰,gojek ok👍👍🫰,0.0,0.0,netral
sangat membantu,very helpful,0.3,0.2,positif
cepet..tapi sekarang agak mahal ya..apakah mmng ada kebaikan tarif?semoga bermanfaat driver juga,fast...but now it's a bit expensive...is there really a tariff increase? i hope it's useful for drivers too,0.1,0.25,positif
aplikasi tolol,stupid app,1.0,-0.7999999999999999,negatif
baik,good,0.6000000000000001,0.7,positif
tooop deh pokoknya,"nope, that's all",0.0,0.0,netral
puas dengan pelayanan x,satisfied with x's service,1.0,0.5,positif
wong kok seneng iklan,why do people like advertising?,0.0,0.0,netral
"pas mau pesen malah ga bisa, sering eror!","when i want to order, i can't even do it, there are frequent errors!",0.3,0.125,positif
"maaf saya kasih bintang 1, makin kesini gojek selalu melakukan tindakan yg hanya sepihak tanpa informasi jelas.. sekarang gopay saya tiba2 di blokir, padahal tagihan2 pembayaran sebelum jatuh tenpo dan tidak pernah ada keterlambatan (bisa di cek history saya) dan topup gopay saya pun tidak bisa di isi.. sudah email ke mab ataupun gojek support, tidak ada arahan gimana penyelesaiannya.. saya pengguna jasa gojek tiap saat, gara2 permasalah ini saya tidak bisa menggunakan lagi gopay..","sorry i gave 1 star, increasingly here gojek always takes one-sided actions without clear information... now my gopay has suddenly been blocked, even though the payment bills were due before the due date and there was never a delay (you can check my history) and i also topped up my gopay can't fill it in... i've emailed mab or gojek support, no instructions on how to solve it... i use gojek services all the time, because of this problem i can no longer use gopay...",0.5266666666666666,-0.12999999999999998,negatif
berguna banget,very useful,0.0,0.39,positif
sangatlah baik dan bermanfaat,very good and useful,0.39000000000000007,0.605,positif
ok,ok,0.5,0.5,positif
kok gak bisa mode hemat yah,why can't i save mode?,0.0,0.0,netral
"makasih gosend. pas cari produk susah kendaraan, pas ada gosend. murah pula ada promo. love u so much","thanks gosend. when looking for a product, it's hard to find a vehicle, when there is gosend. it's cheap and there are promotions. love you so much",0.44833333333333336,0.20166666666666666,positif
"error teruuussss dipencet2 teh, heran aplikasi teh ko gini. upgrade dong","error teruuussss pressed, i wonder if the application is like this. upgrade dong",0.0,0.0,netral
sangat buruk sekali,very bad,0.8666666666666667,-0.9099999999999998,negatif
mantap,solid,0.1,0.0,netral
gak pernah kecewa sama kinerja para drivernya,never disappointed with the performance of the drivers,0.75,0.375,positif
okok,reasons,0.0,0.0,netral
"aplikasih bagus, dan mempermudah transaksi dan belanja terimakasih .","good application, and makes transactions and shopping easier, thank you.",0.6000000000000001,0.7,positif
banyak promo murah 🫢😋😋,lots of cheap promos 🫢😋😋,0.7,0.4,positif
mapnya lebih akurat drpd sebelah,the map is more accurate than the one next to it,0.37777777777777777,0.30000000000000004,positif
"sejauh ini aman2 aja, jujur aplikasinya bagus dan amat sangat membantu, tapi akhir² ini knpa gofood pas di saya ga bisa di pakai, giliran saya pakai akun punya suami saya bisa di pakai, padahal lokasi nya sama, tapi di akun saya muncul terus tulisan gofood pas hanya bisa di jangkau area tertentu????","so far it's safe, honestly the application is good and very, very helpful, but lately why can't i use gofood when i use it, it's my turn to use my husband's account which can be used, even though the location is the same, but on my account it keeps saying gofood can it only be reached in certain areas????",0.6318253968253968,0.23047619047619047,positif
sangat membantu dalam kebutuhantransportasi,very helpful in transportation needs,0.3,0.2,positif
mantap,solid,0.1,0.0,netral
"makin lama mahal,pwmgemudi banyk yg curanh","the more expensive it is, the more pwmgemudi are cheated",0.5666666666666667,0.16666666666666666,positif
"membantu sekali, terima kasih","very helpful, thank you",0.3,0.2,positif
ok,ok,0.5,0.5,positif
top,top,0.5,0.5,positif
oke..,ok..,0.5,0.5,positif
good,good,0.6000000000000001,0.7,positif
"gojek emang banyak promo sih, tpi klo mau pesen di gofood suka ragu soalnya kadang reting bintang sama barang tidak sesuai kualitas, mungkin klo ada fitur penilaian dengan foto jadi lebih meyakinkan dan menarik, jadi enak juga kalo bau beli beli makanan, terimakasih.","gojek does have a lot of promotions, but if you want to order from gofood, you are hesitant because sometimes the star ratings for the goods don't match the quality, maybe if there was a rating feature with photos it would be more convincing and interesting, so it would also be nice to buy food, thank you.",0.75,0.525,positif
lama drevernya yg mau sampe karna saya lihat gps drevernya yg dapet jauh2 jadi makan waktu yg lama juga kasiaan drevernya ke jauhan ngambil barangnya,"it took a long time for the driver to arrive because i saw on the gps that the driver got it far away so it took a long time, too bad the driver went a long way to pick up the goods.",0.5733333333333333,-0.14999999999999997,negatif
oke,limit,0.0,0.0,netral
"bagus, sangat menolong sekali,, apalagi dalam keadaan butuh kendaraan. terima kasih.","good, very helpful, especially when you need a vehicle. thank you.",0.6333333333333334,0.3,positif
membantu mempermudah masyarakat dalam memperoleh transport untuk keseharian.,helps make it easier for people to obtain transportation for daily life.,0.0,0.0,netral
"gabisa login lewat email terkait , di pakai sesuai cara untuk menemukan email tetep ga bisa","can't log in via the associated email, if you use the appropriate method to find the email, it still doesn't work",0.5,0.5,positif
"saya memiliki dua akun, tolong bantu saya menghapus akun yang baru karena saya ingin menggantikan nomor itu ke akun yg telah saya upgrade","i have two accounts, please help me delete the new account because i want to replace the number with the account i have upgraded",0.45454545454545453,0.13636363636363635,positif
sesuai dengan apa yang di inginkan,according to what is desired,0.0,0.0,netral
"perusahaan sebesar gojek dengan puluhan mungkin ratusan ribu mitra se nasional, ketika mitra driver membuat kesalahan, gojek selalu lepas tangan... saya sampai ketinggalan kereta malam ke jogja dr jakarta karena driver ngotot lewat jalur macet padahal dia sama sekali gak buka maps. sudah saya info berkali-kali tetap ngeyel. alhasil saya jd harus beli tiket lagi kereta pagi dan semua agenda saya di jogja berantakan termasuk tiket hotel disana...","a company as big as gojek with tens, maybe hundreds of thousands of partners nationwide, when driver partners make mistakes, gojek always lets go... i even missed the night train to jogja from jakarta because the driver insisted on taking a traffic jam even though he didn't open maps at all. i've given the information many times and it still sucks. as a result, i had to buy another ticket for the morning train and all my agenda in jogja was messed up, including hotel tickets there...",0.35000000000000003,0.05,positif
👋,👋,0.0,0.0,netral
"aku kemarin baru ganti pin supaya mantan aku ga bisa log in akun gojek aku lagi, pas udah diganti aku mau make daftar hopay plus aku lupa pinnya berapa alhasil ga bisa daftar gopay plus ? trus no hp yang terhubung juga udah ga aktif kartunya hilang, kira kira bagaimana ya saya mau ganti no hp dan ganti pin lagi kira kira ada solusi ga ya buat aplikasinya :(","i just changed my pin yesterday so that my ex couldn't log in to my gojek account anymore. when i changed it i wanted to register for hopay plus. i forgot what the pin was so i couldn't register for gopay plus? then the connected cellphone number is no longer active, the card is lost, i wonder how i want to change the cellphone number and change the pin again, do you think there is a solution for the application :(",0.8,-0.44166666666666665,negatif
mantap,solid,0.1,0.0,netral
"belum ada kendala,","no problems yet,",0.0,0.0,netral
ga jelas go food sering eror!!!,it's not clear that gofood often errors!!!,0.3833333333333333,-0.09765625000000001,negatif
"daftar plus malah pada ilang promo nya. dulu selalu ada promo. istri saya ga daftar plus masih ada promo, saya daftar plus harus minimum 300rb masa cuma diskon 10rb. rugi daftar plus","if you register plus, the promo will disappear. in the past there were always promotions. my wife didn't register plus there was still a promo, i registered plus it had to be a minimum of 300 thousand but only a discount of 10 thousand. loss plus list",0.625,-0.125,negatif
gk bisa di batalin kalo lagi pesan,you can't cancel it if you order again,0.0,0.0,netral
sekarang jadi mahal promonya juga udah gak kaya dulu. mending pake yg lain agak murah,now so expensive promonya also no longer like before. better use something else a bit cheaper,0.6,0.0,netral
membantu,help,0.0,0.0,netral
sangat merugikan ga ada gunanya katanya apk kariya anak bangsa tau tau pki. lebih baik grab,"it's very detrimental, it's no use, he said, apk kariya anak bangsa, tau tau pki. better grab it",0.4,0.35,positif
"keren selalu dihati bagi kita semua para go-jek, jangan pantang menyerah oke. semangat terus go-jek.","cool is always in the heart for all of us go-jeks, don't give up okay. spirit continues to go-jek.",0.575,0.425,positif
bagus,good,0.6000000000000001,0.7,positif
bagus,good,0.6000000000000001,0.7,positif
suka banget,really like,0.2,0.2,positif
simpel dan praktis ada aplikasi gojek,"simple and practical, there is the gojek application",0.35714285714285715,0.0,netral
bayar tepat waktu g pernah telat tapi d blokir semua paylater pinjaman hapus aja aplnya,"pay on time, never late, but block all loan payers, just delete the app",0.6,0.15,positif
aplikasi macam apa ini? nungguin lebih dari 40 menitan gara gara driver bisa cancel se enaknya padahal lagi asam lambung mana tiba tiba di cancel lagi sama pihak gojek nya tch ga waras,"what kind of application is this? i waited more than 40 minutes because the driver could cancel at will even though i had stomach acid and suddenly the gojek company canceled again, tch, that's not sane.",0.6333333333333333,0.3666666666666667,positif
"bagus driver nya pada ramah""","""good, the driver is friendly""",0.55,0.5375,positif
gopay later saya di blok. sampai saat ini aneh padahal saya pengguna gopay later yg menurut saya simple dan byr tagihan pun lancar aja.,my gopay later was blocked. until now it's strange even though i'm a gopay later user which i think is simple and the billing goes smoothly.,0.20142857142857143,0.07,positif
"tolong jangan sama ratakan pengiriman 30 menit, ada yang resto bentar jadi ikutan lama karena estimasi 30 menit makanan jadi","please don't rate delivery at 30 minutes, some restaurants take a long time because the estimated time is 30 minutes for the food to be ready",0.45,0.07500000000000001,positif
bagus,good,0.6000000000000001,0.7,positif
ok sip,ok sip,0.5,0.5,positif
"gopaylaternya lama banget naik limitnya, 1thn skli belum tntu dan itu pun wktu pembayarannya cuma 1x, nyesek banget gk sih, pdhal rutin mkenya dan gk pernah telat bayarnya","gopaylater takes a really long time to increase the limit, 1 year later it's not certain and even then the payment time is only once, isn't that really annoying, even though i use it regularly and i've never paid late?",0.5069073783359498,-0.17959183673469387,negatif
"kenapa sekarang tombol terima telpon dari driver tidak muncul, gimana mau jawab kalo tombol terima telpon tidak muncul, padahal aplikasi sydah versi terbaru","why now the receive phone button from the driver doesn't appear, how can i answer if the receive phone button doesn't appear, even though the application is the latest version?",0.9,0.5,positif
❤️,❤️,0.0,0.0,netral
ok driver,ok driver,0.5,0.5,positif
ok,ok,0.5,0.5,positif
lama bgt sih nyari gojek nya,i've been looking for a gojek for a long time,0.4,-0.05,negatif
sangat bagus,very good,0.7800000000000001,0.9099999999999999,positif
"saya lebih enak di gojek dari pada yg lain, terus pelayanan nya ramah lagi.","i like gojek better than others, and the service is friendly again.",0.5,0.4375,positif
"pesanan gofood kelamaan, tidak sesuai dengan waktu yang di buat. mengecewakan","the gofood order took too long, not according to the time it was made. disappointing",0.55,-0.325,negatif
"entah kenapa driver gojek makin hari makin kacau deh, pesan goride dari jam 7.25 malam sampai jam 9.30 malam tidak kunjung bergerak. ketika ditanyakan tidak mau pickup tp tidak mau membatalkan orderan juga.. sungguh lucu. dan sering banget kejadian seperti ini","i don't know why the gojek drivers are getting more and more chaotic every day, the goride order from 7.25pm ​​to 9.30pm never moves. when asked, don't want pickup but don't want to cancel the order either... really funny. and things like this happen very often",0.575,0.3625,positif
"saya beberapa x dapat orderan, alamatnya benar tapi titik mapsnya yang salah, saya harus ke titik lokasinya dulu baru bisa nylesaikan orderan.. tolong perbaiki ini sangat mngulur waktu dan mruntuhkan semangat apalagi jakarta macet.","i've received orders several times, the address is correct but the map point is wrong, i have to go to the location first before i can complete the order... please fix this, it's really taking up time and destroying my enthusiasm, especially since jakarta is congested.",0.4047619047619047,-0.02142857142857143,negatif
goodd,goodd,0.0,0.0,netral
"masih bug waktu scroll makanan di gofood walau udah ""jangan ya bugs ya"" btw aku pake oppo a5s","still bugs when scrolling food on gofood even though i said ""don't be bugs okay"" btw i'm using oppo a5s",0.5,0.5,positif
"tolong dong perbaiki bug saat download bukti transaksi, masa di klik berkali kali gak bisa bisa download buktinya.","please fix the bug when downloading proof of transaction, when you click it several times you can't download the proof.",0.0,0.0,netral
aplikadi bagus sangat membantu buat perjalanan,good app is very helpful for traveling,0.45000000000000007,0.44999999999999996,positif
oke,limit,0.0,0.0,netral
kumat lagi,strong again,0.7333333333333333,0.4333333333333333,positif
